Country,Cowcode,Year,Independent Country?,Group Name,Group Proportion,Group Estimate,Outlier,Anchor
Canada,20,1994,1,jewish,,1.161066,0,0
Canada,20,1994,1,buddhist,,0.7791418,0,0
Canada,20,1994,1,other,,10.35693,0,0
Canada,20,1994,1,muslim,,1.181714,0,0
Canada,20,1995,1,protestant,,38.45023,0,0
Canada,20,1995,1,muslim,,1.280249,0,0
Canada,20,1995,1,romancatholic,,44.91094,0,0
Canada,20,1995,1,other,,10.42386,0,0
Canada,20,1995,1,sikh,,0.6477741,0,0
Canada,20,1995,1,orthodox,,1.606109,0,0
Canada,20,1995,1,jewish,,1.154654,0,0
Canada,20,1995,1,hindu,,0.7187429,0,0
Canada,20,1995,1,buddhist,,0.8074474,0,0
Canada,20,1996,1,muslim,,1.386886,0,0
Canada,20,1996,1,sikh,,0.6843071,0,0
Canada,20,1996,1,orthodox,,1.618482,0,0
Canada,20,1996,1,buddhist,,0.8367727,0,0
Canada,20,1996,1,other,,10.47639,0,0
Canada,20,1996,1,jewish,,1.148276,0,0
Canada,20,1996,1,hindu,,0.7632658,0,0
Canada,20,1996,1,romancatholic,,44.88502,0,0
Canada,20,1996,1,protestant,,38.2006,0,0
Canada,20,1997,1,romancatholic,,44.8591,0,0
Canada,20,1997,1,other,,10.5136,0,0
Canada,20,1997,1,jewish,,1.141934,0,0
Canada,20,1997,1,sikh,,0.7228855,0,0
Canada,20,1997,1,buddhist,,0.8671533,0,0
Canada,20,1997,1,orthodox,,1.63095,0,0
Canada,20,1997,1,hindu,,0.8105238,0,0
Canada,20,1997,1,protestant,,37.95159,0,0
Canada,20,1997,1,muslim,,1.502268,0,0
Canada,20,1998,1,hindu,,0.8606828,0,0
Canada,20,1998,1,orthodox,,1.643512,0,0
Canada,20,1998,1,muslim,,1.627093,0,0
Canada,20,1998,1,sikh,,0.763622,0,0
Canada,20,1998,1,jewish,,1.135626,0,0
Canada,20,1998,1,protestant,,37.70321,0,0
Canada,20,1998,1,romancatholic,,44.83318,0,0
Canada,20,1998,1,buddhist,,0.8986274,0,0
Canada,20,1998,1,other,,10.53445,0,0
Canada,20,1999,1,hindu,,0.9139169,0,0
Canada,20,1999,1,muslim,,1.762103,0,0
Canada,20,1999,1,romancatholic,45,44.80727,0,0
Canada,20,1999,1,protestant,,37.45548,0,0
Canada,20,1999,1,jewish,,1.129352,0,0
Canada,20,1999,1,buddhist,,0.9312331,0,0
Canada,20,1999,1,sikh,,0.8066351,0,0
Canada,20,1999,1,orthodox,,1.656169,0,0
Canada,20,1999,1,other,,10.53784,0,0
Canada,20,2000,1,hindu,,0.9704113,0,0
Canada,20,2000,1,other,,10.52264,0,0
Canada,20,2000,1,orthodox,,1.668922,0,0
Canada,20,2000,1,jewish,,1.123114,0,0
Canada,20,2000,1,romancatholic,42,44.78135,0,0
Canada,20,2000,1,sikh,,0.8520507,0,0
Canada,20,2000,1,protestant,40,37.2084,0,0
Canada,20,2000,1,buddhist,,0.9650099,0,0
Canada,20,2000,1,muslim,1.9,1.908098,0,0
Canada,20,2001,1,romancatholic,42.6,44.75544,0,0
Canada,20,2001,1,jewish,1.1,1.116909,0,0
Canada,20,2001,1,protestant,23.3,36.962,1,0
Canada,20,2001,1,orthodox,,1.681772,0,0
Canada,20,2001,1,hindu,1,1.030362,0,0
Canada,20,2001,1,muslim,2,2.065936,0,0
Canada,20,2001,1,sikh,0.9,0.9,0,0
Canada,20,2001,1,buddhist,1,0.9999999,0,0
Canada,20,2001,1,other,,10.48758,0,0
Canada,20,2002,1,protestant,,36.71627,0,0
Canada,20,2002,1,jewish,,1.110737,0,0
Canada,20,2002,1,hindu,,1.093976,0,0
Canada,20,2002,1,sikh,,0.9506218,0,0
Canada,20,2002,1,buddhist,,1.036245,0,0
Canada,20,2002,1,muslim,,2.236532,0,0
Canada,20,2002,1,other,,10.43137,0,0
Canada,20,2002,1,orthodox,,1.694718,0,0
Canada,20,2002,1,romancatholic,,44.72953,0,0
Canada,20,2003,1,other,,10.35259,0,0
Canada,20,2003,1,orthodox,,1.707762,0,0
Canada,20,2003,1,protestant,,36.47122,0,0
Canada,20,2003,1,jewish,,1.1046,0,0
Canada,20,2003,1,hindu,,1.16147,0,0
Canada,20,2003,1,sikh,,1.004062,0,0
Canada,20,2003,1,buddhist,,1.07379,0,0
Canada,20,2003,1,romancatholic,,44.70363,0,0
Canada,20,2003,1,muslim,,2.420866,0,0
Canada,20,2004,1,sikh,,1.060474,0,0
Canada,20,2004,1,protestant,36,36.22688,0,0
Canada,20,2004,1,hindu,,1.233077,0,0
Canada,20,2004,1,other,,10.24977,0,0
Canada,20,2004,1,romancatholic,46,44.67773,0,0
Canada,20,2004,1,muslim,,2.619987,0,0
Canada,20,2004,1,jewish,,1.098496,0,0
Canada,20,2004,1,orthodox,,1.720906,0,0
Canada,20,2004,1,buddhist,,1.11268,0,0
Canada,20,2005,1,hindu,,1.30904,0,0
Canada,20,2005,1,sikh,,1.12002,0,0
Canada,20,2005,1,romancatholic,,44.65183,0,0
Canada,20,2005,1,orthodox,,1.734149,0,0
Canada,20,2005,1,other,,10.12132,0,0
Canada,20,2005,1,jewish,,1.092426,0,0
Canada,20,2005,1,protestant,,35.98325,0,0
Canada,20,2005,1,buddhist,,1.152962,0,0
Canada,20,2005,1,muslim,,2.83501,0,0
Canada,20,2006,1,orthodox,,1.747491,0,0
Canada,20,2006,1,protestant,23,35.74033,1,0
Canada,20,2006,1,other,,9.965561,0,0
Canada,20,2006,1,jewish,,1.086389,0,0
Canada,20,2006,1,buddhist,,1.194684,0,0
Canada,20,2006,1,hindu,,1.389618,0,0
Canada,20,2006,1,muslim,,3.067124,0,0
Canada,20,2006,1,sikh,,1.182869,0,0
Canada,20,2006,1,romancatholic,43,44.62593,0,0
Canada,20,2007,1,orthodox,,1.760935,0,0
Canada,20,2007,1,hindu,,1.47508,0,0
Canada,20,2007,1,sikh,,1.249201,0,0
Canada,20,2007,1,other,,9.780716,0,0
Canada,20,2007,1,jewish,,1.080384,0,0
Canada,20,2007,1,romancatholic,,44.60004,0,0
Canada,20,2007,1,protestant,,35.49815,0,0
Canada,20,2007,1,muslim,,3.317592,0,0
Canada,20,2007,1,buddhist,,1.237897,0,0
Canada,20,2008,1,romancatholic,,44.57415,0,0
Canada,20,2008,1,jewish,,1.074413,0,0
Canada,20,2008,1,protestant,,35.25671,0,0
Canada,20,2008,1,orthodox,,1.77448,0,0
Canada,20,2008,1,muslim,,3.587759,0,0
Canada,20,2008,1,buddhist,,1.282654,0,0
Canada,20,2008,1,sikh,,1.319203,0,0
Canada,20,2008,1,hindu,,1.565715,0,0
Canada,20,2008,1,other,,9.564919,0,0
Canada,20,2009,1,protestant,,35.01601,0,0
Canada,20,2009,1,other,,9.31617,0,0
Canada,20,2009,1,buddhist,,1.329007,0,0
Canada,20,2009,1,romancatholic,,44.54827,0,0
Canada,20,2009,1,jewish,,1.068474,0,0
Canada,20,2009,1,muslim,,3.879042,0,0
Canada,20,2009,1,orthodox,,1.788128,0,0
Canada,20,2009,1,hindu,,1.661826,0,0
Canada,20,2009,1,sikh,,1.393071,0,0
Canada,20,2010,1,romancatholic,,44.52238,0,0
Canada,20,2010,1,hindu,,1.76373,0,0
Canada,20,2010,1,other,,9.032387,0,0
Canada,20,2010,1,buddhist,,1.377011,0,0
Canada,20,2010,1,sikh,,1.471015,0,0
Canada,20,2010,1,jewish,,1.062568,0,0
Canada,20,2010,1,protestant,,34.77608,0,0
Canada,20,2010,1,muslim,,4.192947,0,0
Canada,20,2010,1,orthodox,,1.801878,0,0
Canada,20,2011,1,other,,8.711357,0,0
Canada,20,2011,1,jewish,,1.056694,0,0
Canada,20,2011,1,buddhist,,1.426724,0,0
Canada,20,2011,1,muslim,,4.531055,0,0
Canada,20,2011,1,protestant,,34.53692,0,0
Canada,20,2011,1,sikh,,1.553251,0,0
Canada,20,2011,1,hindu,,1.871765,0,0
Canada,20,2011,1,orthodox,,1.815732,0,0
Canada,20,2011,1,romancatholic,,44.4965,0,0
Canada,20,2012,1,hindu,,1.986283,0,0
Canada,20,2012,1,muslim,,4.895036,0,0
Canada,20,2012,1,protestant,,34.29854,0,0
Canada,20,2012,1,orthodox,,1.82969,0,0
Canada,20,2012,1,sikh,,1.640008,0,0
Canada,20,2012,1,jewish,,1.050852,0,0
Canada,20,2012,1,other,,8.350754,0,0
Canada,20,2012,1,buddhist,,1.478205,0,0
Canada,20,2012,1,romancatholic,,44.47063,0,0
Canada,20,2013,1,orthodox,,1.843755,0,0
Canada,20,2013,1,romancatholic,,44.44475,0,0
Canada,20,2013,1,other,,7.948174,0,0
Canada,20,2013,1,jewish,,1.045042,0,0
Canada,20,2013,1,hindu,,2.107656,0,0
Canada,20,2013,1,buddhist,,1.531515,0,0
Canada,20,2013,1,sikh,,1.731525,0,0
Canada,20,2013,1,protestant,,34.06095,0,0
Canada,20,2013,1,muslim,,5.286636,0,0
Cuba,40,1945,1,romancatholic,,36.95028,0,0
Cuba,40,1945,1,nonreligious,,5.945492,0,0
Cuba,40,1945,1,protestant,,0.346086,0,0
Cuba,40,1945,1,other,,56.75814,0,0
Cuba,40,1946,1,nonreligious,,5.944984,0,0
Cuba,40,1946,1,other,,56.60559,0,0
Cuba,40,1946,1,protestant,,0.3604281,0,0
Cuba,40,1946,1,romancatholic,,37.089,0,0
Cuba,40,1947,1,nonreligious,,5.944476,0,0
Cuba,40,1947,1,other,,56.45223,0,0
Cuba,40,1947,1,protestant,,0.3753623,0,0
Cuba,40,1947,1,romancatholic,,37.22793,0,0
Cuba,40,1948,1,romancatholic,,37.36707,0,0
Cuba,40,1948,1,nonreligious,,5.94397,0,0
Cuba,40,1948,1,protestant,,0.390913,0,0
Cuba,40,1948,1,other,,56.29805,0,0
Cuba,40,1949,1,romancatholic,,37.50642,0,0
Cuba,40,1949,1,protestant,,0.4071052,0,0
Cuba,40,1949,1,nonreligious,,5.943462,0,0
Cuba,40,1949,1,other,,56.14302,0,0
Cuba,40,1950,1,protestant,,0.4239652,0,0
Cuba,40,1950,1,romancatholic,,37.64598,0,0
Cuba,40,1950,1,nonreligious,,5.942954,0,0
Cuba,40,1950,1,other,,55.9871,0,0
Cuba,40,1951,1,protestant,,0.4415204,0,0
Cuba,40,1951,1,romancatholic,,37.78574,0,0
Cuba,40,1951,1,other,,55.83029,0,0
Cuba,40,1951,1,nonreligious,,5.942446,0,0
Cuba,40,1952,1,protestant,,0.4597991,0,0
Cuba,40,1952,1,romancatholic,,37.9257,0,0
Cuba,40,1952,1,other,,55.67256,0,0
Cuba,40,1952,1,nonreligious,,5.94194,0,0
Cuba,40,1953,1,other,,55.51386,0,0
Cuba,40,1953,1,romancatholic,,38.06587,0,0
Cuba,40,1953,1,nonreligious,,5.941432,0,0
Cuba,40,1953,1,protestant,,0.4788309,0,0
Cuba,40,1954,1,protestant,,0.4986465,0,0
Cuba,40,1954,1,other,,55.35419,0,0
Cuba,40,1954,1,romancatholic,,38.20624,0,0
Cuba,40,1954,1,nonreligious,,5.940925,0,0
Cuba,40,1955,1,other,,55.1935,0,0
Cuba,40,1955,1,nonreligious,,5.940418,0,0
Cuba,40,1955,1,romancatholic,,38.3468,0,0
Cuba,40,1955,1,protestant,,0.5192779,0,0
Cuba,40,1956,1,romancatholic,,38.48756,0,0
Cuba,40,1956,1,nonreligious,,5.939911,0,0
Cuba,40,1956,1,protestant,,0.5407582,0,0
Cuba,40,1956,1,other,,55.03176,0,0
Cuba,40,1957,1,other,,54.86896,0,0
Cuba,40,1957,1,nonreligious,,5.939404,0,0
Cuba,40,1957,1,romancatholic,,38.62851,0,0
Cuba,40,1957,1,protestant,,0.5631223,0,0
Cuba,40,1958,1,romancatholic,,38.76966,0,0
Cuba,40,1958,1,protestant,,0.5864057,0,0
Cuba,40,1958,1,nonreligious,,5.938897,0,0
Cuba,40,1958,1,other,,54.70504,0,0
Cuba,40,1959,1,romancatholic,,38.91099,0,0
Cuba,40,1959,1,other,,54.53998,0,0
Cuba,40,1959,1,protestant,,0.6106458,0,0
Cuba,40,1959,1,nonreligious,,5.93839,0,0
Cuba,40,1960,1,protestant,,0.6358815,0,0
Cuba,40,1960,1,nonreligious,,5.937882,0,0
Cuba,40,1960,1,romancatholic,,39.05251,0,0
Cuba,40,1960,1,other,,54.37373,0,0
Cuba,40,1961,1,protestant,,0.6621531,0,0
Cuba,40,1961,1,nonreligious,,5.937376,0,0
Cuba,40,1961,1,romancatholic,,39.19421,0,0
Cuba,40,1961,1,other,,54.20626,0,0
Cuba,40,1962,1,romancatholic,,39.33609,0,0
Cuba,40,1962,1,other,,54.03753,0,0
Cuba,40,1962,1,protestant,,0.6895027,0,0
Cuba,40,1962,1,nonreligious,,5.936869,0,0
Cuba,40,1963,1,romancatholic,,39.47816,0,0
Cuba,40,1963,1,other,,53.86751,0,0
Cuba,40,1963,1,nonreligious,,5.936362,0,0
Cuba,40,1963,1,protestant,,0.7179736,0,0
Cuba,40,1964,1,romancatholic,,39.6204,0,0
Cuba,40,1964,1,nonreligious,,5.935856,0,0
Cuba,40,1964,1,protestant,,0.7476115,0,0
Cuba,40,1964,1,other,,53.69613,0,0
Cuba,40,1965,1,other,,53.52337,0,0
Cuba,40,1965,1,romancatholic,,39.76282,0,0
Cuba,40,1965,1,nonreligious,,5.935349,0,0
Cuba,40,1965,1,protestant,,0.7784631,0,0
Cuba,40,1966,1,romancatholic,,39.90541,0,0
Cuba,40,1966,1,protestant,,0.8105775,0,0
Cuba,40,1966,1,other,,53.34917,0,0
Cuba,40,1966,1,nonreligious,,5.934842,0,0
Cuba,40,1967,1,romancatholic,,40.04818,0,0
Cuba,40,1967,1,protestant,,0.8440058,0,0
Cuba,40,1967,1,other,,53.17348,0,0
Cuba,40,1967,1,nonreligious,,5.934336,0,0
Cuba,40,1968,1,nonreligious,,5.933829,0,0
Cuba,40,1968,1,protestant,,0.8788002,0,0
Cuba,40,1968,1,other,,52.99626,0,0
Cuba,40,1968,1,romancatholic,,40.19111,0,0
Cuba,40,1969,1,protestant,,0.9150156,0,0
Cuba,40,1969,1,nonreligious,,5.933322,0,0
Cuba,40,1969,1,other,,52.81745,0,0
Cuba,40,1969,1,romancatholic,,40.33421,0,0
Cuba,40,1970,1,romancatholic,40,40.47747,0,0
Cuba,40,1970,1,nonreligious,44.3,5.932817,1,0
Cuba,40,1970,1,other,,52.637,0,0
Cuba,40,1970,1,protestant,1,0.9527092,0,0
Cuba,40,1970,1,romancatholic,43.8,40.47747,0,0
Cuba,40,1970,1,other,,52.637,0,0
Cuba,40,1970,1,protestant,1.2,0.9527092,0,0
Cuba,40,1970,1,nonreligious,5.6,5.932817,0,0
Cuba,40,1971,1,other,,52.45485,0,0
Cuba,40,1971,1,protestant,,0.99194,0,0
Cuba,40,1971,1,romancatholic,,40.6209,0,0
Cuba,40,1971,1,nonreligious,,5.932309,0,0
Cuba,40,1972,1,other,,52.27094,0,0
Cuba,40,1972,1,protestant,,1.032769,0,0
Cuba,40,1972,1,nonreligious,,5.931802,0,0
Cuba,40,1972,1,romancatholic,,40.76449,0,0
Cuba,40,1973,1,other,,52.08521,0,0
Cuba,40,1973,1,nonreligious,,5.931297,0,0
Cuba,40,1973,1,protestant,,1.075261,0,0
Cuba,40,1973,1,romancatholic,,40.90823,0,0
Cuba,40,1974,1,romancatholic,,41.05214,0,0
Cuba,40,1974,1,protestant,,1.119481,0,0
Cuba,40,1974,1,other,,51.89759,0,0
Cuba,40,1974,1,nonreligious,,5.93079,0,0
Cuba,40,1975,1,protestant,0.9,1.165499,0,0
Cuba,40,1975,1,other,,51.70803,0,0
Cuba,40,1975,1,romancatholic,36,41.19619,0,0
Cuba,40,1975,1,nonreligious,46.4,5.930284,1,0
Cuba,40,1976,1,protestant,,1.213385,0,0
Cuba,40,1976,1,romancatholic,52,41.34039,0,0
Cuba,40,1976,1,nonreligious,,5.929778,0,0
Cuba,40,1976,1,other,,51.51645,0,0
Cuba,40,1977,1,protestant,,1.263213,0,0
Cuba,40,1977,1,other,,51.32277,0,0
Cuba,40,1977,1,romancatholic,,41.48475,0,0
Cuba,40,1977,1,nonreligious,,5.929271,0,0
Cuba,40,1978,1,protestant,,1.31506,0,0
Cuba,40,1978,1,nonreligious,,5.928765,0,0
Cuba,40,1978,1,other,,51.12693,0,0
Cuba,40,1978,1,romancatholic,49,41.62925,0,0
Cuba,40,1979,1,protestant,,1.369006,0,0
Cuba,40,1979,1,other,,50.92884,0,0
Cuba,40,1979,1,nonreligious,,5.928259,0,0
Cuba,40,1979,1,romancatholic,,41.77389,0,0
Cuba,40,1980,1,romancatholic,39.6,41.91868,0,0
Cuba,40,1980,1,nonreligious,48.7,5.927753,1,0
Cuba,40,1980,1,protestant,0.8,1.425132,0,0
Cuba,40,1980,1,romancatholic,32,41.91868,0,0
Cuba,40,1980,1,nonreligious,6.4,5.927753,0,0
Cuba,40,1980,1,other,,50.72844,0,0
Cuba,40,1980,1,other,,50.72844,0,0
Cuba,40,1980,1,protestant,2.4,1.425132,0,0
Cuba,40,1981,1,other,,50.52563,0,0
Cuba,40,1981,1,nonreligious,,5.927246,0,0
Cuba,40,1981,1,protestant,,1.483525,0,0
Cuba,40,1981,1,romancatholic,,42.0636,0,0
Cuba,40,1982,1,romancatholic,,42.20866,0,0
Cuba,40,1982,1,other,,50.32032,0,0
Cuba,40,1982,1,nonreligious,,5.92674,0,0
Cuba,40,1982,1,protestant,,1.544273,0,0
Cuba,40,1983,1,other,,50.11244,0,0
Cuba,40,1983,1,protestant,,1.607468,0,0
Cuba,40,1983,1,romancatholic,,42.35386,0,0
Cuba,40,1983,1,nonreligious,,5.926235,0,0
Cuba,40,1984,1,nonreligious,,5.925728,0,0
Cuba,40,1984,1,protestant,,1.673205,0,0
Cuba,40,1984,1,other,,49.90188,0,0
Cuba,40,1984,1,romancatholic,42,42.49919,0,0
Cuba,40,1985,1,nonreligious,,5.925222,0,0
Cuba,40,1985,1,protestant,,1.741583,0,0
Cuba,40,1985,1,other,,49.68855,0,0
Cuba,40,1985,1,romancatholic,,42.64465,0,0
Cuba,40,1986,1,other,,49.47234,0,0
Cuba,40,1986,1,romancatholic,,42.79023,0,0
Cuba,40,1986,1,protestant,,1.812704,0,0
Cuba,40,1986,1,nonreligious,,5.924717,0,0
Cuba,40,1987,1,nonreligious,,5.924211,0,0
Cuba,40,1987,1,protestant,,1.886673,0,0
Cuba,40,1987,1,other,,49.25317,0,0
Cuba,40,1987,1,romancatholic,,42.93594,0,0
Cuba,40,1988,1,protestant,,1.963601,0,0
Cuba,40,1988,1,other,,49.03092,0,0
Cuba,40,1988,1,romancatholic,,43.08178,0,0
Cuba,40,1988,1,nonreligious,,5.923705,0,0
Cuba,40,1989,1,other,,48.80547,0,0
Cuba,40,1989,1,romancatholic,,43.22773,0,0
Cuba,40,1989,1,nonreligious,,5.9232,0,0
Cuba,40,1989,1,protestant,,2.0436,0,0
Cuba,40,1990,1,other,,48.57672,0,0
Cuba,40,1990,1,romancatholic,,43.3738,0,0
Cuba,40,1990,1,protestant,,2.126787,0,0
Cuba,40,1990,1,nonreligious,,5.922693,0,0
Cuba,40,1991,1,romancatholic,,43.51999,0,0
Cuba,40,1991,1,protestant,,2.213284,0,0
Cuba,40,1991,1,other,,48.34454,0,0
Cuba,40,1991,1,nonreligious,,5.922187,0,0
Cuba,40,1992,1,protestant,,2.303216,0,0
Cuba,40,1992,1,nonreligious,,5.921682,0,0
Cuba,40,1992,1,romancatholic,,43.66629,0,0
Cuba,40,1992,1,other,,48.10881,0,0
Cuba,40,1993,1,other,,47.86942,0,0
Cuba,40,1993,1,protestant,,2.396713,0,0
Cuba,40,1993,1,nonreligious,,5.921176,0,0
Cuba,40,1993,1,romancatholic,,43.81269,0,0
Cuba,40,1994,1,nonreligious,,5.920671,0,0
Cuba,40,1994,1,protestant,,2.493908,0,0
Cuba,40,1994,1,other,,47.62621,0,0
Cuba,40,1994,1,romancatholic,,43.95921,0,0
Cuba,40,1995,1,other,,47.37906,0,0
Cuba,40,1995,1,protestant,2.4,2.594939,0,0
Cuba,40,1995,1,nonreligious,,5.920166,0,0
Cuba,40,1995,1,romancatholic,39.5,44.10583,0,0
Cuba,40,1996,1,nonreligious,,5.91966,0,0
Cuba,40,1996,1,protestant,,2.699951,0,0
Cuba,40,1996,1,romancatholic,,44.25256,0,0
Cuba,40,1996,1,other,,47.12783,0,0
Cuba,40,1997,1,romancatholic,39.5,44.39938,0,0
Cuba,40,1997,1,protestant,2.4,2.809089,0,0
Cuba,40,1997,1,nonreligious,,5.919154,0,0
Cuba,40,1997,1,other,,46.87237,0,0
Cuba,40,1998,1,nonreligious,,5.91865,0,0
Cuba,40,1998,1,other,,46.61254,0,0
Cuba,40,1998,1,romancatholic,,44.54631,0,0
Cuba,40,1998,1,protestant,,2.922508,0,0
Cuba,40,1999,1,other,,46.34817,0,0
Cuba,40,1999,1,protestant,,3.040361,0,0
Cuba,40,1999,1,romancatholic,,44.69333,0,0
Cuba,40,1999,1,nonreligious,,5.918144,0,0
Cuba,40,2000,1,nonreligious,,5.917638,0,0
Cuba,40,2000,1,other,,46.07911,0,0
Cuba,40,2000,1,protestant,,3.162813,0,0
Cuba,40,2000,1,romancatholic,,44.84044,0,0
Cuba,40,2001,1,nonreligious,,5.917134,0,0
Cuba,40,2001,1,other,,45.8052,0,0
Cuba,40,2001,1,romancatholic,,44.98764,0,0
Cuba,40,2001,1,protestant,,3.290029,0,0
Cuba,40,2002,1,protestant,,3.42218,0,0
Cuba,40,2002,1,other,,45.52626,0,0
Cuba,40,2002,1,nonreligious,,5.916628,0,0
Cuba,40,2002,1,romancatholic,,45.13493,0,0
Cuba,40,2003,1,other,,45.24213,0,0
Cuba,40,2003,1,romancatholic,,45.28231,0,0
Cuba,40,2003,1,protestant,,3.559446,0,0
Cuba,40,2003,1,nonreligious,,5.916122,0,0
Cuba,40,2004,1,protestant,,3.702005,0,0
Cuba,40,2004,1,nonreligious,,5.915618,0,0
Cuba,40,2004,1,other,,44.95261,0,0
Cuba,40,2004,1,romancatholic,,45.42976,0,0
Cuba,40,2005,1,nonreligious,,5.915112,0,0
Cuba,40,2005,1,other,,44.65754,0,0
Cuba,40,2005,1,protestant,5,3.850047,0,0
Cuba,40,2005,1,romancatholic,47,45.5773,0,0
Cuba,40,2005,1,other,,44.65754,0,0
Cuba,40,2005,1,romancatholic,47,45.5773,0,0
Cuba,40,2005,1,nonreligious,,5.915112,0,0
Cuba,40,2005,1,protestant,5,3.850047,0,0
Cuba,40,2006,1,other,,44.35671,0,0
Cuba,40,2006,1,romancatholic,,45.72492,0,0
Cuba,40,2006,1,protestant,,4.003762,0,0
Cuba,40,2006,1,nonreligious,,5.914607,0,0
Cuba,40,2007,1,romancatholic,,45.87261,0,0
Cuba,40,2007,1,nonreligious,,5.914103,0,0
Cuba,40,2007,1,protestant,,4.163349,0,0
Cuba,40,2007,1,other,,44.04994,0,0
Cuba,40,2008,1,nonreligious,,5.913598,0,0
Cuba,40,2008,1,other,,43.73702,0,0
Cuba,40,2008,1,romancatholic,,46.02037,0,0
Cuba,40,2008,1,protestant,,4.32901,0,0
Cuba,40,2009,1,nonreligious,,5.913092,0,0
Cuba,40,2009,1,romancatholic,,46.16821,0,0
Cuba,40,2009,1,other,,43.41775,0,0
Cuba,40,2009,1,protestant,,4.500953,0,0
Cuba,40,2010,1,nonreligious,,5.912588,0,0
Cuba,40,2010,1,other,,43.09192,0,0
Cuba,40,2010,1,protestant,,4.679391,0,0
Cuba,40,2010,1,romancatholic,51.2,46.3161,0,0
Cuba,40,2010,1,nonreligious,5.8,5.912588,0,0
Cuba,40,2010,1,protestant,3.6,4.679391,0,0
Cuba,40,2010,1,other,,43.09192,0,0
Cuba,40,2010,1,romancatholic,85,46.3161,1,0
Cuba,40,2011,1,nonreligious,,5.912083,0,0
Cuba,40,2011,1,other,,42.7593,0,0
Cuba,40,2011,1,romancatholic,,46.46407,0,0
Cuba,40,2011,1,protestant,,4.864542,0,0
Cuba,40,2012,1,nonreligious,,5.911577,0,0
Cuba,40,2012,1,other,,42.41969,0,0
Cuba,40,2012,1,protestant,,5.056633,0,0
Cuba,40,2012,1,romancatholic,,46.6121,0,0
Cuba,40,2013,1,protestant,,5.255888,0,0
Cuba,40,2013,1,romancatholic,,46.76019,0,0
Cuba,40,2013,1,other,,42.07285,0,0
Cuba,40,2013,1,nonreligious,,5.911074,0,0
Haiti,41,1945,1,protestant,,2.178686,0,0
Haiti,41,1945,1,other,,2.278137,0,0
Haiti,41,1945,1,romancatholic,,95.54317,0,0
Haiti,41,1946,1,protestant,,2.285955,0,0
Haiti,41,1946,1,romancatholic,,95.33157,0,0
Haiti,41,1946,1,other,,2.382477,0,0
Haiti,41,1947,1,romancatholic,,95.11044,0,0
Haiti,41,1947,1,other,,2.491188,0,0
Haiti,41,1947,1,protestant,,2.398375,0,0
Haiti,41,1948,1,romancatholic,,94.87939,0,0
Haiti,41,1948,1,other,,2.604431,0,0
Haiti,41,1948,1,protestant,,2.516182,0,0
Haiti,41,1949,1,other,,2.722343,0,0
Haiti,41,1949,1,protestant,,2.639619,0,0
Haiti,41,1949,1,romancatholic,,94.63804,0,0
Haiti,41,1950,1,other,,2.845078,0,0
Haiti,41,1950,1,protestant,,2.76894,0,0
Haiti,41,1950,1,romancatholic,,94.38599,0,0
Haiti,41,1951,1,protestant,,2.904407,0,0
Haiti,41,1951,1,other,,2.972778,0,0
Haiti,41,1951,1,romancatholic,,94.12282,0,0
Haiti,41,1952,1,other,,3.105583,0,0
Haiti,41,1952,1,protestant,,3.046294,0,0
Haiti,41,1952,1,romancatholic,,93.84812,0,0
Haiti,41,1953,1,protestant,,3.194885,0,0
Haiti,41,1953,1,other,,3.243652,0,0
Haiti,41,1953,1,romancatholic,,93.56146,0,0
Haiti,41,1954,1,protestant,,3.350473,0,0
Haiti,41,1954,1,romancatholic,,93.26241,0,0
Haiti,41,1954,1,other,,3.387123,0,0
Haiti,41,1955,1,other,,3.536133,0,0
Haiti,41,1955,1,romancatholic,,92.95051,0,0
Haiti,41,1955,1,protestant,,3.513363,0,0
Haiti,41,1956,1,protestant,,3.68387,0,0
Haiti,41,1956,1,romancatholic,,92.62531,0,0
Haiti,41,1956,1,other,,3.690819,0,0
Haiti,41,1957,1,other,,3.851318,0,0
Haiti,41,1957,1,romancatholic,,92.28636,0,0
Haiti,41,1957,1,protestant,,3.862321,0,0
Haiti,41,1958,1,romancatholic,,91.93318,0,0
Haiti,41,1958,1,other,,4.017761,0,0
Haiti,41,1958,1,protestant,,4.049053,0,0
Haiti,41,1959,1,other,,4.190269,0,0
Haiti,41,1959,1,romancatholic,,91.56532,0,0
Haiti,41,1959,1,protestant,,4.244415,0,0
Haiti,41,1960,1,romancatholic,,91.18228,0,0
Haiti,41,1960,1,protestant,,4.448765,0,0
Haiti,41,1960,1,other,,4.368958,0,0
Haiti,41,1961,1,romancatholic,,90.7836,0,0
Haiti,41,1961,1,protestant,,4.662475,0,0
Haiti,41,1961,1,other,,4.553925,0,0
Haiti,41,1962,1,romancatholic,,90.3688,0,0
Haiti,41,1962,1,other,,4.745277,0,0
Haiti,41,1962,1,protestant,,4.885926,0,0
Haiti,41,1963,1,other,,4.943085,0,0
Haiti,41,1963,1,protestant,,5.119511,0,0
Haiti,41,1963,1,romancatholic,,89.9374,0,0
Haiti,41,1964,1,romancatholic,,89.48893,0,0
Haiti,41,1964,1,other,,5.147438,0,0
Haiti,41,1964,1,protestant,,5.363634,0,0
Haiti,41,1965,1,protestant,,5.618707,0,0
Haiti,41,1965,1,romancatholic,,89.0229,0,0
Haiti,41,1965,1,other,,5.358391,0,0
Haiti,41,1966,1,protestant,,5.885157,0,0
